"clc_111";"clc_112";"clc_121";"clc_122";"clc_123";"clc_124";"clc_131";"clc_132";"clc_133";"clc_141";"clc_142";"clc_211";"clc_221";"clc_222";"clc_231";"clc_242";"clc_243";"clc_311";"clc_312";"clc_313";"clc_321";"clc_322";"clc_324";"clc_331";"clc_333";"clc_411";"clc_412";"clc_511";"clc_512";"expression"
"53729417";;0,9993;;;;;;;;;;;;;;;;;;7e-04;;;;;;;;;;"0.9993 * clc_112 + 7e-04 * clc_313"
"53729418";;0,2952;;;;;;;;;;0,1107;;0,101;0,479;;;0,014;;;;;1e-04;;;;;;;"0.2952 * clc_112 + 0.1107 * clc_211 + 0.101 * clc_222 + 0.479 * clc_231 + 0.014 * clc_311 + 1e-04 * clc_324"
"53729419";;0,4723;0,1305;;;;;;;;0,2706;;;;0,0191;;;;;0,1075;;;;;;;;;;"0.4723 * clc_112 + 0.1305 * clc_121 + 0.2706 * clc_142 + 0.0191 * clc_231 + 0.1075 * clc_313"
"5372949";;0,6429;0,3553;;;;;;;;0,0019;;;;;;;;;;;;;;;;;;;"0.6429 * clc_112 + 0.3553 * clc_121 + 0.0019 * clc_142"
"5372951";;0,5306;0,0625;;;;;;;;;0,0984;;0,0345;0,1462;;;0,1279;;;;;;;;;;;;"0.5306 * clc_112 + 0.0625 * clc_121 + 0.0984 * clc_211 + 0.0345 * clc_222 + 0.1462 * clc_231 + 0.1279 * clc_311"
"5372952";;0,9087;0,0095;;;;;;;;;;;;;;;0,0818;;;;;;;;;;;;"0.9087 * clc_112 + 0.0095 * clc_121 + 0.0818 * clc_311"
"5372953";;1e-04;4e-04;;;;;;;;;0,0042;;;;;;0,9952;;;;;;;;;;;;"1e-04 * clc_112 + 4e-04 * clc_121 + 0.0042 * clc_211 + 0.9952 * clc_311"
"5372954";;0,0275;;;;;;;;;;0,7275;;;;;;0,245;;;;;;;;;;;;"0.0275 * clc_112 + 0.7275 * clc_211 + 0.245 * clc_311"
"5372959";;0,5113;;;;;;;;;;0,254;;;;;;0,2347;;;;;;;;;;;;"0.5113 * clc_112 + 0.254 * clc_211 + 0.2347 * clc_311"
"537296";;0,8155;;;;;;;;0,0745;;;;;;;;0,0887;;0,0214;;;;;;;;;;"0.8155 * clc_112 + 0.0745 * clc_141 + 0.0887 * clc_311 + 0.0214 * clc_313"
"5372971";;0,7135;;;;;;;;;0,0317;0,0124;;;;;;0,0089;;0,2335;;;;;;;;;;"0.7135 * clc_112 + 0.0317 * clc_142 + 0.0124 * clc_211 + 0.0089 * clc_311 + 0.2335 * clc_313"
"53729721";;0,8622;;;;;;;;0,0836;;;;;;;;;;0,0542;;;;;;;;;;"0.8622 * clc_112 + 0.0836 * clc_141 + 0.0542 * clc_313"
"53729722";;0,9137;;;;;;;;;;;;;;;;;;0,0863;;;;;;;;;;"0.9137 * clc_112 + 0.0863 * clc_313"
"53729729";;0,3189;;;;;;;;;;;;;;;;;;0,6811;;;;;;;;;;"0.3189 * clc_112 + 0.6811 * clc_313"
"5372973";;0,3616;;;;;;;;;0,3882;;;;;;;;;0,2502;;;;;;;;;;"0.3616 * clc_112 + 0.3882 * clc_142 + 0.2502 * clc_313"
"5372974";;0,9109;0,0016;;;;;;;0,0022;;;;;;;;;;0,0853;;;;;;;;;;"0.9109 * clc_112 + 0.0016 * clc_121 + 0.0022 * clc_141 + 0.0853 * clc_313"
"53729751";;0,5238;;;;;;;;;0,2248;;;;;;;;;0,2514;;;;;;;;;;"0.5238 * clc_112 + 0.2248 * clc_142 + 0.2514 * clc_313"
"53729759";;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1 * clc_112"
"53729771";;0,5477;;;;;;;;;;;;;;;;;;0,4523;;;;;;;;;;"0.5477 * clc_112 + 0.4523 * clc_313"
"53729772";;0,4051;;;;;;;;;0,5949;;;;;;;;;;;;;;;;;;;"0.4051 * clc_112 + 0.5949 * clc_142"
"53729773";;0,0317;0,1821;;;;;;;;0,5343;;;;;;;;;0,2519;;;;;;;;;;"0.0317 * clc_112 + 0.1821 * clc_121 + 0.5343 * clc_142 + 0.2519 * clc_313"
"53729779";;0,7118;0,1927;0,0263;;;;;;;0,0651;;;;;;;;;0,004;;;;;;;;;;"0.7118 * clc_112 + 0.1927 * clc_121 + 0.0263 * clc_122 + 0.0651 * clc_142 + 0.004 * clc_313"
"53729781";;0,4137;;;;;;;;;;0,3984;;0,1016;;0,0864;;;;;;;;;;;;;;"0.4137 * clc_112 + 0.3984 * clc_211 + 0.1016 * clc_222 + 0.0864 * clc_242"
"53729789";;0,7917;0,0128;;;;;;;;;0,1955;;;;;;;;;;;;;;;;;;"0.7917 * clc_112 + 0.0128 * clc_121 + 0.1955 * clc_211"
"53729791";;0,6365;0,2168;0,0487;;;;;;;0,0979;;;;;;;;;;;;;;;;;;;"0.6365 * clc_112 + 0.2168 * clc_121 + 0.0487 * clc_122 + 0.0979 * clc_142"
"53729799";;0,4452;;;;;;;;;0,5548;;;;;;;;;;;;;;;;;;;"0.4452 * clc_112 + 0.5548 * clc_142"
"5372981";;0,7353;0,0579;;;;;;;;6e-04;0,0497;;;0,1551;;;;;;;;0,0013;;;;;;;"0.7353 * clc_112 + 0.0579 * clc_121 + 6e-04 * clc_142 + 0.0497 * clc_211 + 0.1551 * clc_231 + 0.0013 * clc_324"
"53729821";;0,3233;0,0453;;;;;;;;;0,2565;;;0,0658;0,1504;;;;;;;0,1587;;;;;;;"0.3233 * clc_112 + 0.0453 * clc_121 + 0.2565 * clc_211 + 0.0658 * clc_231 + 0.1504 * clc_242 + 0.1587 * clc_324"
"53729822";;0,4335;;;;;;;;;;0,0611;;0,251;;0,2428;;;;;;;0,0116;;;;;;;"0.4335 * clc_112 + 0.0611 * clc_211 + 0.251 * clc_222 + 0.2428 * clc_242 + 0.0116 * clc_324"
"53729823";;0,9517;;;;;;;;;;;;;;0,0483;;;;;;;;;;;;;;"0.9517 * clc_112 + 0.0483 * clc_242"
"53729829";;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1 * clc_112"
"5372983";;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1 * clc_112"
"5372989";;0,8577;;;;;;;;;0,1423;;;;;;;;;;;;;;;;;;;"0.8577 * clc_112 + 0.1423 * clc_142"
"537299";;0,2957;0,2664;0,3742;;;;;;;0,0623;;;;;;;;;;;;;;;;;0,0013;;"0.2957 * clc_112 + 0.2664 * clc_121 + 0.3742 * clc_122 + 0.0623 * clc_142 + 0.0013 * clc_511"
"537311";;0,6302;0,0167;;;;;;;;0,0269;0,1765;;0,0173;0,0606;;;;;;;;0,0334;;;;;0,0383;;"0.6302 * clc_112 + 0.0167 * clc_121 + 0.0269 * clc_142 + 0.1765 * clc_211 + 0.0173 * clc_222 + 0.0606 * clc_231 + 0.0334 * clc_324 + 0.0383 * clc_511"
"53731211";;0,1068;0,4916;;;;;;;;;0,4016;;;;;;;;;;;;;;;;;;"0.1068 * clc_112 + 0.4916 * clc_121 + 0.4016 * clc_211"
"53731212";;;0,1824;;;;;;;;;0,8176;;;;;;;;;;;;;;;;;;"0.1824 * clc_121 + 0.8176 * clc_211"
"53731213";;;0,4026;;;;;;;;;0,5974;;;;;;;;;;;;;;;;;;"0.4026 * clc_121 + 0.5974 * clc_211"
"53731214";;0,1538;0,2482;;;;;;;;;0,4893;;;;;;;;;;;0,1087;;;;;;;"0.1538 * clc_112 + 0.2482 * clc_121 + 0.4893 * clc_211 + 0.1087 * clc_324"
"53731219";;;;;;;;;;;;0,5224;;;;;;;;;;;0,4776;;;;;;;"0.5224 * clc_211 + 0.4776 * clc_324"
"5373122";;;;;;;;;;;;0,7998;;;;;;;;;;;0,2002;;;;;;;"0.7998 * clc_211 + 0.2002 * clc_324"
"5373123";;0,0885;;;;;;;;;;0,593;;;0,0839;;;0,0763;;;;;0,1584;;;;;;;"0.0885 * clc_112 + 0.593 * clc_211 + 0.0839 * clc_231 + 0.0763 * clc_311 + 0.1584 * clc_324"
"5373124";;;;;;;;;;;;0,9148;;;;;;0,0483;;;;;0,0369;;;;;;;"0.9148 * clc_211 + 0.0483 * clc_311 + 0.0369 * clc_324"
"5373125";;;;;;;;;;;;0,0591;;;;;;0,9409;;;;;;;;;;;;"0.0591 * clc_211 + 0.9409 * clc_311"
"5373126";;0,4292;;;;;;;;;;0,2654;;;0,105;;;0,2004;;;;;;;;;;;;"0.4292 * clc_112 + 0.2654 * clc_211 + 0.105 * clc_231 + 0.2004 * clc_311"
"53731271";;0,0017;;;;;;;;;;0,533;;;0,0913;;;0,2714;;;;;0,1026;;;;;;;"0.0017 * clc_112 + 0.533 * clc_211 + 0.0913 * clc_231 + 0.2714 * clc_311 + 0.1026 * clc_324"
"53731272";;;;;;;;;;;;0,7852;;;0,1752;;;0,0364;;;;;0,0032;;;;;;;"0.7852 * clc_211 + 0.1752 * clc_231 + 0.0364 * clc_311 + 0.0032 * clc_324"
"53731279";;8e-04;;;;;;;;;;0,0906;;;0,4439;;;0,24;;;;;0,2247;;;;;;;"8e-04 * clc_112 + 0.0906 * clc_211 + 0.4439 * clc_231 + 0.24 * clc_311 + 0.2247 * clc_324"
"5373128";;;;;;;;;;;;0,5491;;;0,4454;;;0,0055;;;;;;;;;;;;"0.5491 * clc_211 + 0.4454 * clc_231 + 0.0055 * clc_311"
"53731291";;0,1092;;;;;;;;;;0,0929;;0,1502;0,2896;;;0,0581;;;;;0,2999;;;;;;;"0.1092 * clc_112 + 0.0929 * clc_211 + 0.1502 * clc_222 + 0.2896 * clc_231 + 0.0581 * clc_311 + 0.2999 * clc_324"
"53731292";;0,0021;;;;;;;;;;0,6309;;1e-04;0,3669;;;;;;;;;;;;;;;"0.0021 * clc_112 + 0.6309 * clc_211 + 1e-04 * clc_222 + 0.3669 * clc_231"
"5373129311";;;;;;;;;;;;;;0,2399;0,7601;;;;;;;;;;;;;;;"0.2399 * clc_222 + 0.7601 * clc_231"
"5373129312";;0,3285;;;;;;;;;;0,475;;8e-04;0,1958;;;;;;;;;;;;;;;"0.3285 * clc_112 + 0.475 * clc_211 + 8e-04 * clc_222 + 0.1958 * clc_231"
"5373129313";;;;;;;;;;;;0,2811;;0,497;0,1738;;;;;;;;0,0481;;;;;;;"0.2811 * clc_211 + 0.497 * clc_222 + 0.1738 * clc_231 + 0.0481 * clc_324"
"5373129319";;0,1488;;;;;;;;;;0,1225;;0,6899;;;;;;;;;0,0388;;;;;;;"0.1488 * clc_112 + 0.1225 * clc_211 + 0.6899 * clc_222 + 0.0388 * clc_324"
"537312939";;0,6644;;;;;;;;;;;;0,3356;;;;;;;;;;;;;;;;"0.6644 * clc_112 + 0.3356 * clc_222"
"53731294";;0,2696;;;;;;;;;;0,6669;;;0,0635;;;;;;;;;;;;;;;"0.2696 * clc_112 + 0.6669 * clc_211 + 0.0635 * clc_231"
"53731299";;0,61;;;;;;;;;;0,157;;0,033;0,1943;;;;;;;;;;;;;0,0057;;"0.61 * clc_112 + 0.157 * clc_211 + 0.033 * clc_222 + 0.1943 * clc_231 + 0.0057 * clc_511"
"5373131";;0,1117;0,2982;;;;;;;;;0,2891;;;0,2436;;;;;;;;;;;;;0,0575;;"0.1117 * clc_112 + 0.2982 * clc_121 + 0.2891 * clc_211 + 0.2436 * clc_231 + 0.0575 * clc_511"
"5373132";;0,491;0,15;;;;0,0196;;;;;0,0538;;;0,0572;;;0,0701;0,0629;0,0953;;;;;;;;;;"0.491 * clc_112 + 0.15 * clc_121 + 0.0196 * clc_131 + 0.0538 * clc_211 + 0.0572 * clc_231 + 0.0701 * clc_311 + 0.0629 * clc_312 + 0.0953 * clc_313"
"5373133";;0,4003;;;;;;;;;;0,2694;;;0,2578;;;;;;;;;;;;;0,0725;;"0.4003 * clc_112 + 0.2694 * clc_211 + 0.2578 * clc_231 + 0.0725 * clc_511"
"5373134";;0,3349;0,0015;;;;;;;;0,061;0,5859;;;0,0164;;;;;;;;;;;;;2e-04;;"0.3349 * clc_112 + 0.0015 * clc_121 + 0.061 * clc_142 + 0.5859 * clc_211 + 0.0164 * clc_231 + 2e-04 * clc_511"
"5373139";;0,2543;;;;;;;;;;0,2408;;;0,3717;;;;;;;;;;;;;0,1332;;"0.2543 * clc_112 + 0.2408 * clc_211 + 0.3717 * clc_231 + 0.1332 * clc_511"
"53731411";;0,1582;;;;;;;;;0,0292;0,5716;;;0,1376;;;;0,0619;0,0415;;;;;;;;;;"0.1582 * clc_112 + 0.0292 * clc_142 + 0.5716 * clc_211 + 0.1376 * clc_231 + 0.0619 * clc_312 + 0.0415 * clc_313"
"53731413";;;;;;;;;;;0,1037;0,3059;;;0,3788;;;;;;;;;;;;;;0,2115;"0.1037 * clc_142 + 0.3059 * clc_211 + 0.3788 * clc_231 + 0.2115 * clc_512"
"53731419";;;;;;;;;;;;0,0732;;;0,9268;;;;;;;;;;;;;;;"0.0732 * clc_211 + 0.9268 * clc_231"
"5373142";;0,3019;;;;;;;;;;0,4829;;;0,2152;;;;;;;;;;;;;;;"0.3019 * clc_112 + 0.4829 * clc_211 + 0.2152 * clc_231"
"5373143";;0,2107;;;;;;;;;;0,5439;;;0,1375;;;0,1079;;;;;;;;;;;;"0.2107 * clc_112 + 0.5439 * clc_211 + 0.1375 * clc_231 + 0.1079 * clc_311"
"53731441";;0,7339;;;;;;;;;;;;;0,2589;;;0,0072;;;;;;;;;;;;"0.7339 * clc_112 + 0.2589 * clc_231 + 0.0072 * clc_311"
"53731442";;0,2093;;;;;;;;;;0,0487;;;0,2751;;;0,435;;0,0319;;;;;;;;;;"0.2093 * clc_112 + 0.0487 * clc_211 + 0.2751 * clc_231 + 0.435 * clc_311 + 0.0319 * clc_313"
"53731449";;0,8929;;;;;;;;;0,107;;;;;;;2e-04;;;;;;;;;;;;"0.8929 * clc_112 + 0.107 * clc_142 + 2e-04 * clc_311"
"5373145";;0,3127;;;;;;;;;0,163;0,1969;;;;;;0,3274;;;;;;;;;;;;"0.3127 * clc_112 + 0.163 * clc_142 + 0.1969 * clc_211 + 0.3274 * clc_311"
"5373146";;0,4783;;;;;;;;;;0,0748;0,1386;;0,089;;;0,2192;;;;;;;;;;;;"0.4783 * clc_112 + 0.0748 * clc_211 + 0.1386 * clc_221 + 0.089 * clc_231 + 0.2192 * clc_311"
"5373147";;0,6665;;;;;;;;;;0,0025;0,1079;;0,0757;;;0,1474;;;;;;;;;;;;"0.6665 * clc_112 + 0.0025 * clc_211 + 0.1079 * clc_221 + 0.0757 * clc_231 + 0.1474 * clc_311"
"5373148";;0,5851;0,0694;;;;;;;;;0,045;;;0,0103;;;0,1004;0,0708;0,1189;;;;;;;;;;"0.5851 * clc_112 + 0.0694 * clc_121 + 0.045 * clc_211 + 0.0103 * clc_231 + 0.1004 * clc_311 + 0.0708 * clc_312 + 0.1189 * clc_313"
"5373149";;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;"1 * clc_231"
"53731511";;0,5764;0,0706;;;;;;;2e-04;0,0235;0,1063;;;0,1377;;;0,0456;;;;;;;;;;0,0397;;"0.5764 * clc_112 + 0.0706 * clc_121 + 2e-04 * clc_141 + 0.0235 * clc_142 + 0.1063 * clc_211 + 0.1377 * clc_231 + 0.0456 * clc_311 + 0.0397 * clc_511"
"53731519";;0,1799;0,107;;;;;;;0,1556;;0,2434;;;0,2329;;;;;;;;;;;;;0,0798;0,0015;"0.1799 * clc_112 + 0.107 * clc_121 + 0.1556 * clc_141 + 0.2434 * clc_211 + 0.2329 * clc_231 + 0.0798 * clc_511 + 0.0015 * clc_512"
"53731522";;0,3502;0,0847;;;;;;;;;;;;;;;0,5651;;;;;;;;;;;0;"0.3502 * clc_112 + 0.0847 * clc_121 + 0.5651 * clc_311 + 0 * clc_512"
"53731523";;0,149;0,0186;;;;;;;;0,0047;0,5669;;;0,0886;;;0,1125;;;;;0,0035;;;;;;0,0563;"0.149 * clc_112 + 0.0186 * clc_121 + 0.0047 * clc_142 + 0.5669 * clc_211 + 0.0886 * clc_231 + 0.1125 * clc_311 + 0.0035 * clc_324 + 0.0563 * clc_512"
"53731524";;0,0413;0,0057;;;;;;;;;0,7054;;;0,062;;;0,1856;;;;;;;;;;;;"0.0413 * clc_112 + 0.0057 * clc_121 + 0.7054 * clc_211 + 0.062 * clc_231 + 0.1856 * clc_311"
"53731529";;0,5111;;;;;;;;;;;;;0,4426;;;;;;;;;;;;;0,0463;;"0.5111 * clc_112 + 0.4426 * clc_231 + 0.0463 * clc_511"
"5373153";;0,067;;;;;;;;;;;;;0,7135;;;;;;;;;;;;;0,2195;;"0.067 * clc_112 + 0.7135 * clc_231 + 0.2195 * clc_511"
"5373154";;0,3421;;;;;;;;;;0,3257;;;0,0633;;;0,2685;;;;;;;;;;3e-04;;"0.3421 * clc_112 + 0.3257 * clc_211 + 0.0633 * clc_231 + 0.2685 * clc_311 + 3e-04 * clc_511"
"5373159";;0,3117;0,1561;0,0319;;;;;;0,0114;;0,1853;;;0,181;;;0,085;;;;;;;;;;0,0376;;"0.3117 * clc_112 + 0.1561 * clc_121 + 0.0319 * clc_122 + 0.0114 * clc_141 + 0.1853 * clc_211 + 0.181 * clc_231 + 0.085 * clc_311 + 0.0376 * clc_511"
"53731611";;0,094;;;;;;;;;;0,8177;;;0,0645;;;0,0238;;;;;;;;;;;;"0.094 * clc_112 + 0.8177 * clc_211 + 0.0645 * clc_231 + 0.0238 * clc_311"
"53731612";;0,3151;;;;;;;;;;0,6849;;;;;;;;;;;;;;;;;;"0.3151 * clc_112 + 0.6849 * clc_211"
"53731613";;0,4966;;;;;;;;;;0,2641;;;0,2393;;;;;;;;;;;;;;;"0.4966 * clc_112 + 0.2641 * clc_211 + 0.2393 * clc_231"
"53731614";;0,0161;;;;;;;;;;0,9839;;;;;;;;;;;;;;;;;;"0.0161 * clc_112 + 0.9839 * clc_211"
"53731615";;0,7925;;;;;;;;;;0,1099;;;0,0975;;;;;;;;;;;;;;;"0.7925 * clc_112 + 0.1099 * clc_211 + 0.0975 * clc_231"
"53731616";;0,0363;;;;;;;;;;0,8803;;;0,0834;;;;;;;;;;;;;;;"0.0363 * clc_112 + 0.8803 * clc_211 + 0.0834 * clc_231"
"53731617";;0,1702;0,033;;;;;;;;;0,6739;;;0,1062;;;0,011;0,0011;0,0045;;;;;;;;;;"0.1702 * clc_112 + 0.033 * clc_121 + 0.6739 * clc_211 + 0.1062 * clc_231 + 0.011 * clc_311 + 0.0011 * clc_312 + 0.0045 * clc_313"
"53731618";;0,1057;0,0464;;;;;;;;;0,7564;;;0,0914;;;;;;;;;;;;;;;"0.1057 * clc_112 + 0.0464 * clc_121 + 0.7564 * clc_211 + 0.0914 * clc_231"
"53731619";;0,699;;;;;;;;;;0,301;;;;;;;;;;;;;;;;;;"0.699 * clc_112 + 0.301 * clc_211"
"537316311";;0,4822;0,2178;;;;;;;;;0,2999;;;;;;;;;;;;;;;;;;"0.4822 * clc_112 + 0.2178 * clc_121 + 0.2999 * clc_211"
"537316319";;0,1543;0,0534;;;;;;;;;0,3706;;;0,2019;;0,0541;0,1009;;0,0649;;;;;;;;;;"0.1543 * clc_112 + 0.0534 * clc_121 + 0.3706 * clc_211 + 0.2019 * clc_231 + 0.0541 * clc_243 + 0.1009 * clc_311 + 0.0649 * clc_313"
"53731632";;0,1097;0,3208;;;;;;;;;0,399;;;1e-04;;0,1704;;;;;;;;;;;;;"0.1097 * clc_112 + 0.3208 * clc_121 + 0.399 * clc_211 + 1e-04 * clc_231 + 0.1704 * clc_243"
"537316391";;0,1862;;;;;0,0334;;;;;0,6547;;;0,0862;;;0,0395;;;;;;;;;;;;"0.1862 * clc_112 + 0.0334 * clc_131 + 0.6547 * clc_211 + 0.0862 * clc_231 + 0.0395 * clc_311"
"537316399";;;;;;;0,0044;;;;;0,6453;;;0,066;;;0,2842;;;;;;;;;;;;"0.0044 * clc_131 + 0.6453 * clc_211 + 0.066 * clc_231 + 0.2842 * clc_311"
"53731641";;;0;;;;;;;;;0,6632;;;0,3367;;;;;;;;;;;;;;;"0 * clc_121 + 0.6632 * clc_211 + 0.3367 * clc_231"
"53731642";;;;;;;;;;;;0,8263;;;0,1737;;;;;;;;;;;;;;;"0.8263 * clc_211 + 0.1737 * clc_231"
"53731649";;;;;;;0,0395;;;;;0,5107;;;0,3341;;;0,1157;;;;;;;;;;;;"0.0395 * clc_131 + 0.5107 * clc_211 + 0.3341 * clc_231 + 0.1157 * clc_311"
"5373165";;0,0783;;;;;;;;;;0,1688;;;0,6158;;;0,1371;;;;;;;;;;;;"0.0783 * clc_112 + 0.1688 * clc_211 + 0.6158 * clc_231 + 0.1371 * clc_311"
"5373166";;0,072;;;;;;;;;;0,7923;;;0,0582;;;0,0775;;;;;;;;;;;;"0.072 * clc_112 + 0.7923 * clc_211 + 0.0582 * clc_231 + 0.0775 * clc_311"
"5373169";;0,4644;;;;;;;;;;0,4287;;;0,1039;;;;;;;;;;;;;0,0031;;"0.4644 * clc_112 + 0.4287 * clc_211 + 0.1039 * clc_231 + 0.0031 * clc_511"
"5373171";;0,359;0,0013;;;;;;;;;0,0962;;;0,359;;;;;;;;;;;;;0,1846;;"0.359 * clc_112 + 0.0013 * clc_121 + 0.0962 * clc_211 + 0.359 * clc_231 + 0.1846 * clc_511"
"5373172";;0,0265;;;;;;;;;;0,742;;;0,0849;;;0,1461;;;;;;;;;;4e-04;;"0.0265 * clc_112 + 0.742 * clc_211 + 0.0849 * clc_231 + 0.1461 * clc_311 + 4e-04 * clc_511"
"5373173";;0,0843;;;;;;;;;;0,4916;;;0,2161;;;0,0998;;;;;;;;;;0,1081;;"0.0843 * clc_112 + 0.4916 * clc_211 + 0.2161 * clc_231 + 0.0998 * clc_311 + 0.1081 * clc_511"
"5373174";;;;;;;;;;;;0,7646;;;;;;0,2354;;;;;;;;;;;;"0.7646 * clc_211 + 0.2354 * clc_311"
"5373175";;;;;;;;;;;;0,5574;;;0,1127;;;0,216;;;;;;;;;;0,114;;"0.5574 * clc_211 + 0.1127 * clc_231 + 0.216 * clc_311 + 0.114 * clc_511"
"53731761";;0,3986;;;;;;;;;;0,58;;;;;;0,0214;;;;;;;;;;;;"0.3986 * clc_112 + 0.58 * clc_211 + 0.0214 * clc_311"
"53731762";;0,2495;;;;;;;;;;0,6841;;;;;;0,0664;;;;;;;;;;;;"0.2495 * clc_112 + 0.6841 * clc_211 + 0.0664 * clc_311"
"53731763";;;;;;;;;;;;0,032;;;;;;0,968;;;;;;;;;;;;"0.032 * clc_211 + 0.968 * clc_311"
"53731764";;;;;;;;;;;;0,8737;;;;;;0,1263;;;;;;;;;;;;"0.8737 * clc_211 + 0.1263 * clc_311"
"53731769";;;;;;;;;;;;0,31;;;;;;0,69;;;;;;;;;;0;;"0.31 * clc_211 + 0.69 * clc_311 + 0 * clc_511"
"5373179";;;;;;;;;;;;0,4582;;;0,1173;;;0,2639;;;;;;;;;;0,1606;;"0.4582 * clc_211 + 0.1173 * clc_231 + 0.2639 * clc_311 + 0.1606 * clc_511"
"5373181";;;;;;;;;;;;0,0245;;;0,0869;;;0,0021;0,8589;0,0276;;;;;;;;;;"0.0245 * clc_211 + 0.0869 * clc_231 + 0.0021 * clc_311 + 0.8589 * clc_312 + 0.0276 * clc_313"
"5373182";;0,0985;;;;;;;;;0,0331;;;;0,0728;;;;0,6064;0,1892;;;;;;;;;;"0.0985 * clc_112 + 0.0331 * clc_142 + 0.0728 * clc_231 + 0.6064 * clc_312 + 0.1892 * clc_313"
"5373183";;;;;;;;;;;;;;;;;;;0,2795;0,7205;;;;;;;;;;"0.2795 * clc_312 + 0.7205 * clc_313"
"5373184";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"5373185";;0,001;;;;;;;;;;;;;;;;0,0984;0,8368;0,0639;;;;;;;;;;"0.001 * clc_112 + 0.0984 * clc_311 + 0.8368 * clc_312 + 0.0639 * clc_313"
"5373186";;;;;;;;;;;;;;;;;;0,1599;0,7084;0,1317;;;;;;;;;;"0.1599 * clc_311 + 0.7084 * clc_312 + 0.1317 * clc_313"
"53731891";;;;;;;;;;;;;;;;;;0,3614;0,6386;;;;;;;;;;;"0.3614 * clc_311 + 0.6386 * clc_312"
"53731899";;0,4569;0,1064;2e-04;;;;;;;0,0181;0,1669;;;0,0271;;;0,1724;0,0216;0,0303;;;;;;;;;;"0.4569 * clc_112 + 0.1064 * clc_121 + 2e-04 * clc_122 + 0.0181 * clc_142 + 0.1669 * clc_211 + 0.0271 * clc_231 + 0.1724 * clc_311 + 0.0216 * clc_312 + 0.0303 * clc_313"
"5373191";;0,0036;;;;;;;;;;0,2589;;;0,1909;;;0,3932;;;;;;;;;;0,1535;;"0.0036 * clc_112 + 0.2589 * clc_211 + 0.1909 * clc_231 + 0.3932 * clc_311 + 0.1535 * clc_511"
"5373192";;;;;;;;;;;;0,8725;;;;;;0,1275;;;;;;;;;;;;"0.8725 * clc_211 + 0.1275 * clc_311"
"5373193";;0,4088;;;;;;;;;;0,0469;;;0,2325;;;0,2259;;;;;;;;;;0,0858;;"0.4088 * clc_112 + 0.0469 * clc_211 + 0.2325 * clc_231 + 0.2259 * clc_311 + 0.0858 * clc_511"
"5373194";;0,0132;;;;;;;;;;0,8158;;;;;;0,1707;;;;;;;;;;3e-04;;"0.0132 * clc_112 + 0.8158 * clc_211 + 0.1707 * clc_311 + 3e-04 * clc_511"
"5373199";;0,6156;0,0311;;;;;;;;;0,1276;;;0,0081;;;0,0994;;;;;;;;;;0,1181;;"0.6156 * clc_112 + 0.0311 * clc_121 + 0.1276 * clc_211 + 0.0081 * clc_231 + 0.0994 * clc_311 + 0.1181 * clc_511"
"53732111";;;;;;;;;;;;0,0025;;;;;;;0,9975;;;;;;;;;;;"0.0025 * clc_211 + 0.9975 * clc_312"
"53732112";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"53732113";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"53732119";;;;;;;;;;;;;;;0,2522;;;;0,7478;;;;;;;;;;;"0.2522 * clc_231 + 0.7478 * clc_312"
"5373212";;;;;;;;;;;;;;;0,008;;;;0,992;;;;;;;;;;;"0.008 * clc_231 + 0.992 * clc_312"
"5373213";;;;;;;;;;;;;;;0,0716;;;;0,9284;;;;;;;;;;;"0.0716 * clc_231 + 0.9284 * clc_312"
"5373214";;;;;;;;;;;;;;;0,1874;;;;0,8126;;;;;;;;;;;"0.1874 * clc_231 + 0.8126 * clc_312"
"5373215";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"5373216";;0,0024;;;;;;;;;;0,0028;;;;;;0,0689;0,926;;;;;;;;;;;"0.0024 * clc_112 + 0.0028 * clc_211 + 0.0689 * clc_311 + 0.926 * clc_312"
"53732181";;;;;;;;;;;;;;;;;;;0,9138;;;;0,0862;;;;;;;"0.9138 * clc_312 + 0.0862 * clc_324"
"53732182";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"53732189";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"5373219";;;;;;;;;;;;;;;;;;0,025;0,975;;;;;;;;;;;"0.025 * clc_311 + 0.975 * clc_312"
"537322";;0,107;;;;;;;;;;0,4684;;;0,0844;;;;0,3402;;;;;;;;;;;"0.107 * clc_112 + 0.4684 * clc_211 + 0.0844 * clc_231 + 0.3402 * clc_312"
"5373231";;0,06;;;;;;;;;0,0458;0,2469;;;0,1784;;;0,1664;0,3025;;;;;;;;;;;"0.06 * clc_112 + 0.0458 * clc_142 + 0.2469 * clc_211 + 0.1784 * clc_231 + 0.1664 * clc_311 + 0.3025 * clc_312"
